common_movie_id,overview,translated_overview
49961,"Vasco is a medical student in Lisbon, supported by his rich aunts, whom he had falsely told he had already graduated. In fact, he devotes himself to a bohemian life, preferring the popular fairs and pretty women, especially Alice, a seamstress from the Castelinhos quarter, which rather upsets her ambitious father, tailor Caetano, who is familiar with Vasco's debts. After failing yet another final exam, he is surprised by his aunts' announcement that they will visit him in Lisbon to see his practice.","ଭାସ୍କୋ ଲିସବନରେ ଜଣେ ଡାକ୍ତରୀ ଛାତ୍ର, ତାଙ୍କର ଧନୀ ମାଉସୀଙ୍କ ଦ୍ supported ାରା ସମର୍ଥିତ, ଯାହା ସେ ମିଥ୍ୟା କହିଥଲେ ଯେ ସେ ସ୍ନାତକ ହାସଲ କରିସାରିଛନ୍ତି। ବାସ୍ତବରେ, ସେ ଲୋକପ୍ରିୟ ମେଳା ଏବଂ ସୁନ୍ଦର ମହିଳା, ବିଶେଷକରି ଆଲିସ୍, କାଷ୍ଟେଲିନ୍ହୋସ୍ କ୍ୱାର୍ଟରର ଜଣେ ସିମଷ୍ଟ୍ରେସ୍ଙ୍କୁ ପସନ୍ଦ କରି ନିଜକୁ ଏକ ବୋହିମିଆନ୍ ଜୀବନରେ ଉତ୍ସର୍ଗ କରିଥିଲେ, ଯାହା ଭାସ୍କୋଙ୍କ ts ଣ ସହିତ ପରିଚିତ ତାଙ୍କ ଉଚ୍ଚାଭିଳାଷୀ ପିତା ଟେଲର କେଟାନୋଙ୍କୁ ବିବ୍ରତ କରିଥିଲା ​​| ଆଉ ଏକ ଅନ୍ତିମ ପରୀକ୍ଷାରେ ବିଫଳ ହେବା ପରେ, ତାଙ୍କ ମାଉସୀଙ୍କ ଘୋଷଣା ଦ୍ୱାରା ସେ ଆଶ୍ଚର୍ଯ୍ୟ ହୋଇଯାଇଛନ୍ତି ଯେ ସେମାନେ ତାଙ୍କ ଅଭ୍ୟାସ ଦେଖିବା ପାଇଁ ଲିସବନରେ ତାଙ୍କୁ ଦେଖା କରିବେ |"
1583,"Stefan and Kai have good going business, self-grown cannabis screened as pizza delivering service. For now they only have to deal with plant-louses.","स्टीफ़न और काई का व्यवसाय अच्छा चल रहा है, स्व-विकसित भांग को पिज़्ज़ा डिलीवरी सेवा के रूप में दिखाया गया है। अभी तो उन्हें केवल पौधे-जूं से ही निपटना है।"
697,"October is Sergei M. Eisenstein's docu-drama about the 1917 October Revolution in Russia. Made ten years after the events and edited in Eisenstein's 'Soviet Montage' style, it re-enacts in celebratory terms several key scenes from the revolution.","अक्टूबर रूस में 1917 की अक्टूबर क्रांति के बारे में सर्गेई एम. ईसेनस्टीन का डॉक्यू-ड्रामा है। घटनाओं के दस साल बाद बनाया गया और आइज़ेंस्टीन की 'सोवियत मोंटाज' शैली में संपादित, यह क्रांति के कई प्रमुख दृश्यों को जश्न के रूप में फिर से प्रदर्शित करता है।"
293,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.","ए रिवर रन्स थ्रू नॉर्मन मैकलीन की सिनेमैटोग्राफ़िक रूप से आश्चर्यजनक सच्ची कहानी है। कहानी नॉर्मन और उसके भाई पॉल के जीवन और बड़े होने के अनुभवों का अनुसरण करती है, और कैसे फ्लाई फिशिंग का उनका प्यार उन्हें 1920 के दशक में मोंटाना के जंगली पश्चिम में अलग-अलग जीवन परिस्थितियों के बावजूद एक साथ रखता है।"
58293,"Mrs Taggart always celebrates her anniversary with her grown sons. It’s a tradition practised since the death of her husband and she is determined for it to continue. None of her three sons have dared to cross their ruthless domineering mother but this anniversary they intend to try. With cruel and brutal twists, the family get-together becomes a social nightmare beyond endurance.",ଶ୍ରୀମତୀ ଟ୍ୟାଗାର୍ଟ ସବୁବେଳେ ତାଙ୍କ ବଡ ପୁଅମାନଙ୍କ ସହିତ ବାର୍ଷିକୀ ପାଳନ କରନ୍ତି | ସ୍ୱାମୀଙ୍କ ମୃତ୍ୟୁ ପରଠାରୁ ଏହା ଏକ ପରମ୍ପରା ଅଟେ ଏବଂ ସେ ଏହା ଜାରି ରଖିବାକୁ ସ୍ଥିର କରିଛନ୍ତି | ତାଙ୍କର ତିନି ପୁଅଙ୍କ ମଧ୍ୟରୁ କେହି ସେମାନଙ୍କ ନିର୍ଦ୍ଦୟ ପ୍ରାଧାନ୍ୟବାଦୀ ମାତା ଅତିକ୍ରମ କରିବାକୁ ସାହସ କରିନାହାଁନ୍ତି କିନ୍ତୁ ଏହି ବାର୍ଷିକୀ ସେମାନେ ଚେଷ୍ଟା କରିବାକୁ ଇଚ୍ଛା କରନ୍ତି | ନିଷ୍ଠୁର ଏବଂ ନିର୍ଦ୍ଦୟ ମୋଡ଼ ସହିତ ପରିବାର ଏକତ୍ର ହେବା ସହନଶୀଳତା ବାହାରେ ଏକ ସାମାଜିକ ଦୁ m ସ୍ୱପ୍ନରେ ପରିଣତ ହୁଏ |
5421,A man has been driven insane by church-sanctioned scientific experimentation which also causes him to be nearly impossible to kill. He is pursued to America by a priest where he embarks upon a killing spree while the priest tries to hunt him down and kill him.,একজন ব্যক্তিকে চার্চ-অনুমোদিত বৈজ্ঞানিক পরীক্ষা-নিরীক্ষার দ্বারা পাগল করা হয়েছে যার কারণে তাকে হত্যা করা প্রায় অসম্ভব। একজন যাজক তাকে আমেরিকায় তাড়া করে যেখানে তিনি একটি হত্যাকাণ্ড শুরু করেন যখন পুরোহিত তাকে শিকার করে হত্যা করার চেষ্টা করে।
3121,This movie tells the intersecting stories of various people connected to the music business in Nashville. Barbara Jean is the reigning queen of Nashville but is near collapse. Linnea and Delbert Reese have a shaky marriage and 2 deaf children. Opal is a British journalist touring the area. These and other stories come together in a dramatic climax.,यह फिल्म नैशविले में संगीत व्यवसाय से जुड़े विभिन्न लोगों की अन्तर्विभाजक कहानियाँ बताती है। बारबरा जीन नैशविले की राजरानी हैं लेकिन पतन के निकट हैं। लिनिया और डेलबर्ट रीज़ की शादी अस्थिर है और उनके दो बहरे बच्चे हैं। ओपल एक ब्रिटिश पत्रकार है जो क्षेत्र का दौरा कर रहा है। ये और अन्य कहानियाँ एक नाटकीय चरमोत्कर्ष में एक साथ आती हैं।
457,"The young Bavarian princess Elisabeth, who all call Sissi, goes with her mother and older sister Néné to Austria where Néné will be wed to an emperor named Franz Joseph, Yet unexpectedly Franz runs into Sissi while out fishing and they fall in love.","युवा बवेरियन राजकुमारी एलिजाबेथ, जिसे सभी सिसी कहते हैं, अपनी मां और बड़ी बहन नेने के साथ ऑस्ट्रिया जाती है, जहां नेने की शादी फ्रांज जोसेफ नामक सम्राट से होगी, फिर भी अप्रत्याशित रूप से फ्रांज मछली पकड़ने के दौरान सिसी से मिलता है और वे प्यार में पड़ जाते हैं।"
379,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.","1929 में स्थापित, एक राजनीतिक बॉस और उसके सलाहकार की राहें तब अलग हो जाती हैं जब वे दोनों एक ही महिला के प्यार में पड़ जाते हैं।"
30892,"A member of the House of Lords dies in a shockingly silly way, leaving his estate to his son. Unfortunately, his son is insane: he thinks he is Jesus Christ. The other somewhat-more respectable members of their family plot to steal the estate from him. Murder and mayhem ensues.","হাউস অফ লর্ডসের একজন সদস্য মর্মান্তিকভাবে নির্বোধ ভাবে মারা যান, তার সম্পত্তি তার ছেলের কাছে রেখে যান। দুর্ভাগ্যবশত, তার ছেলে পাগল: সে মনে করে সে যীশু খ্রীষ্ট। তাদের পরিবারের অন্য কিছুটা সম্মানিত সদস্যরা তার কাছ থেকে সম্পত্তি চুরি করার চক্রান্ত করে। খুন ও তাণ্ডব ঘটে।"
445,A married couple is terrorized by a series of videotapes planted on their front porch.,एक विवाहित जोड़ा अपने सामने बरामदे पर लगाए गए वीडियोटेप की एक श्रृंखला से आतंकित है।
5493,"After an alien invasion threatens to annihilate the human race, a young Japanese girl, named Milly (Anne Suzuki), travels back in time from 2084 to October 2002, and enlists the reluctant aid of skilled Tokyo gunman, named Miyamoto (Takeshi Kaneshiro), to discover and prevent the start of the war. However, trouble ensues when the two protagonists are forced to deal with a Japanese mafia boss, named Mizoguchi (Goro Kishitani), who is somehow involved in the start of the war by keeping the first alien spaceship and its alien pilot captive, while our two heroes race against the clock to find a way to stop the oncoming destruction from the vengeance-seeking alien invasion fleet on its way to Earth.","একটি এলিয়েন আক্রমণ মানব জাতিকে ধ্বংস করার হুমকি দেওয়ার পরে, মিলি (অ্যান সুজুকি) নামে একটি অল্প বয়স্ক জাপানী মেয়ে 2084 থেকে অক্টোবর 2002 পর্যন্ত সময়ে ফিরে আসে এবং যুদ্ধের আবিষ্কার ও প্রতিরোধ করতে মিয়ামোটো (তাকেশি কানেশিরো) নামে দক্ষ টোকিও বন্দুকধারীর অনিচ্ছুক সহায়তা তালিকাভুক্ত করে। যাইহোক, সমস্যা দেখা দেয় যখন দুই নায়ককে মিজোগুচি (গোরো কিশিতানি) নামে একজন জাপানি মাফিয়া বসের সাথে মোকাবিলা করতে বাধ্য করা হয়, যে কিনা প্রথম এলিয়েন স্পেসশিপ এবং এর এলিয়েন পাইলটকে বন্দী করে যুদ্ধ শুরু করার সাথে জড়িত ছিল, যখন আমাদের দুই নায়ক ঘড়ির কাঁটার বিরুদ্ধে দৌড়ে আসছেন-আগামী সংঘবদ্ধতাকে থামানোর উপায় খুঁজতে। পৃথিবীর পথে নৌবহর।"
339,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,5 अमेरिकी और यूरोपीय शहरों में 5 अलग-अलग कैब ड्राइवरों और एक ही घटनापूर्ण रात में उनके उल्लेखनीय किराए का एक संकलन।
711,Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.,"गस वैन सैंट जमाल नाम के एक युवा अफ्रीकी अमेरिकी व्यक्ति की कहानी बताता है जो ब्रोंक्स की सड़कों पर रहते हुए अपनी प्रतिभा का सामना करता है। वह गलती से फॉरेस्टर नाम के एक पुराने लेखक से मिलता है, जिसे लेखन के प्रति उसके जुनून का पता चलता है। अपने नए गुरु की मदद से जमाल को एक निजी स्कूल में छात्रवृत्ति मिलती है।"
494,"Detective John Shaft travels incognito to Ethiopia, then France, to bust a human trafficking ring.","जासूस जॉन शाफ्ट मानव तस्करी गिरोह का भंडाफोड़ करने के लिए गुप्त रूप से इथियोपिया, फिर फ्रांस की यात्रा करता है।"
3133,"Dramatization of the Starkweather-Fugate killing spree of the 1950s, in which a teenage girl and her twenty-something boyfriend slaughtered her entire family and several others in the Dakota badlands.","1950 के दशक के स्टार्कवेदर-फुगेट हत्याकांड का नाटकीयकरण, जिसमें एक किशोर लड़की और उसके बीस वर्षीय प्रेमी ने डकोटा बैडलैंड्स में उसके पूरे परिवार और कई अन्य लोगों की हत्या कर दी थी।"
6547,"Schtonk! is a farce of the actual events of 1983, when Germany's Stern magazine published, with great fanfare, 60 volumes of the alleged diaries of Adolf Hitler – which two weeks later turned out to be entirely fake.  Fritz Knobel (based on real-life forger Konrad Kujau) supports himself by faking and selling Nazi memorabilia. When Knobel writes and sells a volume of Hitler's (nonexistent) diaries, he thinks it's just another job.  When sleazy journalist Hermann Willié learns of the diaries, however, he quickly realizes their potential value... and Knobel is quickly in over his head. As the pressure builds and Knobel is forced to deliver more and more volumes of the fake diaries, he finds himself acting increasingly like the man whose life he is rewriting. The film is a romping and hilarious satire, poking fun not only at the events and characters involved in the hoax (who are only thinly disguised in the film), but at the discomfort Germany has with its difficult past.","শ্টঙ্ক ! এটি 1983 সালের প্রকৃত ঘটনাগুলির একটি প্রহসন, যখন জার্মানির স্টার্ন ম্যাগাজিন, খুব ধুমধাম করে, অ্যাডলফ হিটলারের কথিত ডায়েরির 60 টি খণ্ড প্রকাশ করেছিল - যা দুই সপ্তাহ পরে সম্পূর্ণ জাল বলে প্রমাণিত হয়েছিল।  ফ্রিটজ নোবেল (বাস্তব জীবনের জালিয়াতি কনরাড কুজাউ-এর উপর ভিত্তি করে) নাৎসি স্মৃতিচিহ্ন জাল এবং বিক্রি করে নিজেকে সমর্থন করে। নোবেল যখন হিটলারের (অস্তিত্বহীন) ডায়েরির একটি ভলিউম লেখেন এবং বিক্রি করেন, তখন তিনি মনে করেন এটি অন্য কাজ।  অলস সাংবাদিক হারমান উইলি যখন ডায়েরিগুলি সম্পর্কে জানতে পারেন, তবে, তিনি দ্রুত তাদের সম্ভাব্য মূল্য উপলব্ধি করেন... এবং নোবেল দ্রুত তার মাথার উপর চলে যায়। চাপ বাড়ার সাথে সাথে নোবেলকে জাল ডায়েরির আরও বেশি ভলিউম সরবরাহ করতে বাধ্য করা হয়, তিনি নিজেকে সেই ব্যক্তির মতো ক্রমশ অভিনয় করতে দেখেন যার জীবন তিনি আবার লিখছেন। ফিল্মটি একটি রোমাঞ্চকর এবং হাস্যকর ব্যঙ্গাত্মক, শুধুমাত্র ঘটনা এবং চরিত্রগুলিকে প্রতারণার সাথে জড়িত নয় (যারা কেবলমাত্র ছবিতে ছদ্মবেশে থাকে) মজা করে, তবে জার্মানির কঠিন অতীত নিয়ে অস্বস্তিতে পড়ে৷"
162,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,एक छोटे से उपनगरीय शहर में एडवर्ड नाम का एक अधूरा अधूरा विज्ञान प्रयोग करने वाला व्यक्ति आता है।
7301,"Failing to make it on his own, 27-year-old Jim moves back in with his parents and deals with crippling family obligations.","নিজে থেকে এটি তৈরি করতে ব্যর্থ হয়ে, 27-বছর-বয়সী জিম তার বাবা-মায়ের সাথে ফিরে আসে এবং বিকলাঙ্গ পারিবারিক বাধ্যবাধকতা নিয়ে কাজ করে।"
25834,"Tony's father Sam, abducted by aliens three years earlier, returns to earth and seeks out his wife and son, but Rachel has since been living with Joe and the reunion is awkward. Joe doesn't trust Sam, and Rachel can't quite decide what her feelings are for her two men. Sam is not the same as when he left, and he begins affecting Tony in frightening ways.","টনির বাবা স্যাম, তিন বছর আগে এলিয়েনদের দ্বারা অপহরণ করা হয়েছিল, পৃথিবীতে ফিরে আসে এবং তার স্ত্রী এবং ছেলেকে খুঁজে বের করে, কিন্তু রাচেল তখন থেকে জোয়ের সাথে বসবাস করছে এবং পুনর্মিলনটি বিশ্রী। জো স্যামকে বিশ্বাস করে না, এবং রাচেল তার দুই পুরুষের জন্য তার অনুভূতি কী তা ঠিক করতে পারে না। স্যাম চলে যাওয়ার সময় একই রকম নয় এবং সে টনিকে ভয়ঙ্কর উপায়ে প্রভাবিত করতে শুরু করে।"
8291,"In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.","এই ছবিতে, আমরা প্রধান চরিত্র বিচারপতি, একজন তরুণ আফ্রিকান-আমেরিকান কবির চোখের মাধ্যমে বিশ্বকে দেখতে পাই। একটি মেল ক্যারিয়ার দীর্ঘ রাতারাতি ডেলিভারি চালানোর জন্য কয়েক বন্ধুকে আমন্ত্রণ জানায়।"
32213,"Things start to heat up when public prosecutor Kang takes on the case of Han Sang-woo, a former high school classmate and the future chairman of the Myung-Sun Foundation. Despite his innocent facade, Kang's old friend looks to be guilty of bribery, embezzlement, and even murder. But with Han always one step ahead of Kang, what can our hero do to bring this white collar ""public enemy"" to justice?","ଯେତେବେଳେ ସରକାରୀ ଓକିଲ କାଙ୍ଗ ପୂର୍ବତନ ହାଇସ୍କୁଲର ସହପାଠୀ ତଥା ମାୟଙ୍ଗ-ସନ୍ ଫାଉଣ୍ଡେସନର ଭବିଷ୍ୟତ ଚେୟାରମ୍ୟାନ୍ ହାନ୍ ସାଙ୍ଗ-ୱୋଙ୍କ ମାମଲା ଗ୍ରହଣ କରନ୍ତି ସେତେବେଳେ ଜିନିଷ ଗରମ ହେବାକୁ ଲାଗେ। ତାଙ୍କର ନିରୀହ ଚେହେରା ସତ୍ତ୍ Kang େ କାଙ୍ଗର ପୁରୁଣା ବନ୍ଧୁ ଲାଞ୍ଚ, ଅର୍ଥ ହଡପ, ଏପରିକି ହତ୍ୟା ମାମଲାରେ ଦୋଷୀ ସାବ୍ୟସ୍ତ ହୋଇଥିଲେ। କିନ୍ତୁ ହାନ ସହିତ କଙ୍ଗଠାରୁ ସର୍ବଦା ଗୋଟିଏ ପାଦ ଆଗରେ, ଏହି ଧଳା କଲର ""ଜନସାଧାରଣ ଶତ୍ରୁ"" କୁ ନ୍ୟାୟ ଦେବା ପାଇଁ ଆମର ହିରୋ କ’ଣ କରିପାରିବ?"
4443,"Clad in a featureless red mask, The Man Without A Face is involved in a single-minded pursuit of the fabled treasure of the Knights Templar in this tribute to the pulp adventure stories of Louis Feuillade.","একটি বৈশিষ্ট্যহীন লাল মুখোশ পরিহিত, দ্য ম্যান উইদাউট এ ফেস লুই ফিউইলেডের পাল্প অ্যাডভেঞ্চার গল্পের প্রতি এই শ্রদ্ধাঞ্জলিতে নাইটস টেম্পলারের কল্পিত গুপ্তধনের এককভাবে সাধনায় জড়িত।"
6023,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,একজন যুবতী বিধবা আবিষ্কার করেন যে তার প্রয়াত স্বামী তার ব্যথা কমাতে এবং একটি নতুন জীবন শুরু করার উদ্দেশ্যে তার 10টি বার্তা রেখে গেছেন।
80572,"Rural Mississippi in the 1940s: Lucas Beauchamp, a local black man with a reputation of not kowtowing to whites, is found standing over the body of a dead white man, holding a pistol that has recently been fired. Quickly arrested for murder and jailed, Beauchamp insists he's innocent and asks the town's most prominent lawyer, Gavin Stevens, to defend him, but Stevens refuses. When a local boy whom Beauchamp has helped in the past and who believes him to be innocent hears talk of a mob taking Beauchamp out of jail and lynching him, he pleads with Stevens to defend Beauchamp at trial and prove his innocence.","1940 ଦଶକରେ ଗ୍ରାମୀଣ ମିସିସିପି: ଶ୍ ites େତାଙ୍କ ପ୍ରତି ନଆସିବାର ସୁନାମ ଥିବା ସ୍ଥାନୀୟ କୃଷ୍ଣକାୟ ଲୁକସ୍ ବେଚାମ୍ପ ମୃତ ଦେହର ଦେହ ଉପରେ ଠିଆ ହୋଇଥିବା ଏକ ପିସ୍ତଲ ଧରିଥିବାର ଦେଖିବାକୁ ମିଳିଥିଲା। ହତ୍ୟା ମାମଲାରେ ଶୀଘ୍ର ଗିରଫ ହୋଇ ଜେଲରେ ଥିବା ବେଚାମ୍ପ୍ ସେ ନିର୍ଦ୍ଦୋଷ ବୋଲି କହିଥିଲେ ଏବଂ ସହରର ବିଶିଷ୍ଟ ଓକିଲ ଗାଭିନ୍ ଷ୍ଟିଭେନ୍ସଙ୍କୁ ତାଙ୍କୁ ରକ୍ଷା କରିବାକୁ କହିଥିଲେ, କିନ୍ତୁ ଷ୍ଟିଭେନ୍ସ ମନା କରିଦେଇଥିଲେ। ଯେତେବେଳେ ଜଣେ ସ୍ଥାନୀୟ ବାଳକ ଯାହାକୁ ଅତୀତରେ ସାହାଯ୍ୟ କରିଥିଲେ ଏବଂ ଯିଏ ତାଙ୍କୁ ନିର୍ଦ୍ଦୋଷ ବୋଲି ବିଶ୍ believes ାସ କରନ୍ତି, ଏକ ଜନଗହଳିପୂର୍ଣ୍ଣ ବ୍ୟକ୍ତି ବିଆଚାମ୍ପଙ୍କୁ ଜେଲରୁ ବାହାରକୁ ଆଣିବା ଏବଂ ତାଙ୍କୁ ଲିଞ୍ଚ କରିବା କଥା ଶୁଣନ୍ତି, ସେତେବେଳେ ସେ ଷ୍ଟିଭେନ୍ସଙ୍କ ନିକଟରେ ନିବେଦନ କରିଥିଲେ ଯେ ବିଚମ୍ପଙ୍କୁ କୋର୍ଟରେ ରକ୍ଷା କରିବା ଏବଂ ତାଙ୍କ ନିର୍ଦ୍ଦୋଷତା ପ୍ରମାଣ କରିବା |"
45658,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.","ଯେତେବେଳେ ଜଣେ ମଦ୍ୟପ ପୁନର୍ବାର ପୁନର୍ବାର ଫେରିଯାଆନ୍ତି, ଯାହାଫଳରେ ସେ ତାଙ୍କ ପତ୍ନୀ ଏବଂ ଚାକିରୀ ହରାଇଲେ, ସେ ଆରମ୍ଭ କରିବାକୁ ଚେଷ୍ଟା କରି ତାଙ୍କ ସାମ୍ନା ଲନରେ ଏକ ଅଗଣା ବିକ୍ରୟ କରନ୍ତି | ଏକ ନୂତନ ପଡ଼ୋଶୀ ହୁଏତ ଫର୍ମକୁ ଫେରିବା ପାଇଁ ଚାବି ହୋଇପାରେ |"
8929,A cast of unknown performers are used in this drama about child soldiers fighting a war in an unnamed African country.,আফ্রিকার একটি নামহীন দেশে যুদ্ধরত শিশু সৈন্যদের নিয়ে এই নাটকে অজানা অভিনয়শিল্পীদের একটি কাস্ট ব্যবহার করা হয়েছে।
3423,"Pierre, a successful expert in building highways has a traffic accident. Being seriously wounded, he is lying waiting for death and remembering his past in flashbacks.",राजमार्ग निर्माण में एक सफल विशेषज्ञ पियरे के साथ एक यातायात दुर्घटना हो जाती है। गंभीर रूप से घायल होने के कारण वह मौत के इंतजार में पड़ा हुआ है और फ्लैशबैक में अपने अतीत को याद कर रहा है।
170,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.","ब्रिटिश अनुसंधान सुविधा से गलती से एक घातक वायरस फैलने के अट्ठाईस दिन बाद, लंदन में बचे लोगों का एक छोटा समूह खुद को संक्रमित से बचाने के लिए एक हताश संघर्ष में फंस गया है। जानवरों और मनुष्यों द्वारा फैलाया जाने वाला यह वायरस जिन लोगों को संक्रमित करता है उन्हें मानवघाती पागलों में बदल देता है - और इसे रोकना बिल्कुल असंभव है।"
26198,Nazis take over an ancient fortress that contains a mysterious entity that wreaks havoc and death upon them.,নাৎসিরা একটি প্রাচীন দুর্গ দখল করে যেখানে একটি রহস্যময় সত্তা রয়েছে যা তাদের উপর সর্বনাশ এবং মৃত্যু ঘটায়।
80094,Sarcastic comedy about the Czechoslovakia of the seventies.,ସତୁରି ଦଶକର ଚେକୋସ୍ଲୋଭାକିଆ ବିଷୟରେ ସାର୍କାଷ୍ଟିକ୍ କମେଡି |
927,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.","जब बिली पेल्टज़र को क्रिसमस के लिए गिज़्मो नाम का एक अजीब लेकिन मनमोहक पालतू जानवर दिया जाता है, तो वह अनजाने में मोगवाई की देखभाल के तीन महत्वपूर्ण नियमों को तोड़ देता है, और एक छोटे शहर में शरारती ग्रेमलिन्स की भीड़ को फैला देता है।"
6498,"In order to finance his law studies, Martin starts as a night watchman in a mortuary. When the victims of a serial killer of prostitutes are deposited there, scary things begin to happen. Therefore and because of a strange bet with his fellow student Jens, the police begins to think he is the murderer. Police detective Wormer wants to help him but Martin is more and more suspected.","তার আইন অধ্যয়নের অর্থের জন্য, মার্টিন একটি মর্গে নৈশ প্রহরী হিসাবে কাজ শুরু করে। পতিতাদের সিরিয়াল কিলারের শিকার যখন সেখানে জমা হয়, তখন ভয়ঙ্কর ঘটনা ঘটতে শুরু করে। অতএব এবং তার সহপাঠী জেনসের সাথে একটি অদ্ভুত বাজির কারণে, পুলিশ তাকে খুনি ভাবতে শুরু করে। পুলিশ গোয়েন্দা ওয়ার্মার তাকে সাহায্য করতে চায় কিন্তু মার্টিন আরও বেশি সন্দেহজনক।"
333,"Rahul Seth is a dashing young millionaire who believes he is ""western"" enough to rebel against his mother and grandmother. They are not too keen about his Caucasian girlfriend Kimberly who, to make matters worse, is a pop star. Before you can say ""karmic intervention,"" Kimberly dies in a freak accident and Rahul is devastated. Instead of allowing him to mourn in peace, Rahul's mother sees the opportunity she's been waiting for. She threatens to call off his sister's wedding unless he finds himself a ""nice Indian girl."" Rahul enlists the services of Sue, a fiercely independent escort whom he believes to be Hispanic, and therefore not ""married"" to the conventions taught to young Indian women. With a wink in her eye, Sue accepts the deal to pose as his Indian bride-to-be. She needs the money and having never been a fan of the typical Indian male, she feels her heart is safe. The charade begins....","राहुल सेठ एक साहसी युवा करोड़पति है जो मानता है कि वह इतना ""पश्चिमी"" है कि अपनी मां और दादी के खिलाफ विद्रोह कर सकता है। वे उसकी कोकेशियान प्रेमिका किम्बर्ली के बारे में बहुत उत्सुक नहीं हैं, जो मामले को बदतर बनाने के लिए एक पॉप स्टार है। इससे पहले कि आप ""कर्मिक हस्तक्षेप"" कह सकें, किम्बर्ली की एक अजीब दुर्घटना में मृत्यु हो जाती है और राहुल तबाह हो जाता है। राहुल की माँ उसे शांति से शोक मनाने की अनुमति देने के बजाय उस अवसर को देखती है जिसका वह इंतज़ार कर रही थी। वह उसकी बहन की शादी तब तक रद्द करने की धमकी देती है जब तक कि उसे अपने लिए एक ""अच्छी भारतीय लड़की"" नहीं मिल जाती। राहुल सू की सेवाएं लेता है, जो एक बेहद स्वतंत्र अनुरक्षक है, जिसके बारे में उनका मानना ​​है कि वह हिस्पैनिक है, और इसलिए युवा भारतीय महिलाओं को सिखाई जाने वाली परंपराओं से ""विवाहित"" नहीं है। आँख झपकाते हुए, सू उसकी होने वाली भारतीय दुल्हन के रूप में प्रस्तुत होने का सौदा स्वीकार कर लेती है। उसे पैसे की ज़रूरत है और वह कभी भी सामान्य भारतीय पुरुष की प्रशंसक नहीं रही है, उसे लगता है कि उसका दिल सुरक्षित है। नौटंकी शुरू होती है...."
917,Mother India is an Indian film from director Mehboob Khan from 1957 and is the most successful and popular Hindi film.,मदर इंडिया 1957 में निर्देशक मेहबूब खान की एक भारतीय फिल्म है और यह सबसे सफल और लोकप्रिय हिंदी फिल्म है।
916,"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed.","सीनेटर वाल्टर चाल्मर्स का लक्ष्य अपराधी के गुस्सैल भाई जॉनी की गवाही की मदद से भीड़ के मालिक पीट रॉस को नीचे गिराना है, जो पुलिस लेफ्टिनेंट फ्रैंक बुलिट की निगरानी में सैन फ्रांसिस्को में सुरक्षात्मक हिरासत में है। जब भीड़ के हमलावरों की एक जोड़ी घटनास्थल में प्रवेश करती है, तो बुलिट जटिलताओं और डबल-क्रॉस की भूलभुलैया के माध्यम से उनका पीछा करता है। इस थ्रिलर में अब तक फिल्माए गए सबसे प्रसिद्ध कार पीछा में से एक शामिल है।"
